Ea,Eb,Ec,Cond.
3910669517.91269,3414972807.44788,524493173.609195,T2
3910669538.80974,3414972741.607,524493226.809794,T2
3910669559.92757,3414972675.25923,524493280.417814,T2
3910669581.85313,3414972607.05691,524493335.516457,T2
3910669603.93928,3414972538.48586,524493390.911488,T2
3910669403.25356,3414973177.85891,524492874.206061,T2
3910669421.08825,3414973119.04873,524492921.755607,T2
3910669439.58723,3414973058.71329,524492970.531122,T2
3910669458.43999,3414972997.56552,524493019.95955,T2
3910669477.81253,3414972935.2243,524493070.347237,T2
3910669497.68651,3414972871.73178,524493121.66031,T2
3910669517.93227,3414972807.38562,524493173.659507,T2
3910669538.83096,3414972741.54032,524493226.863659,T2
3910669559.94958,3414972675.19009,524493280.473677,T2
3910669581.87686,3414972606.98314,524493335.576052,T2
3910669603.96481,3414972538.4073,524493390.974931,T2
3910669403.26666,3414973177.81554,524492874.241124,T2
3910669421.10268,3414973119.00164,524492921.793679,T2
3910669439.60235,3414973058.66394,524492970.571012,T2
3910669458.45654,3414972997.51222,524493020.002628,T2
3910669477.82982,3414972935.16868,524493070.392192,T2
3910669497.70532,3414972871.67199,524493121.708631,T2
3910669517.95184,3414972807.32343,524493173.709767,T2
3910669538.85216,3414972741.47373,524493226.917465,T2
3910669559.97155,3414972675.12102,524493280.529479,T2
3910669581.90056,3414972606.90945,524493335.635579,T2
3910669603.99029,3414972538.32884,524493391.038306,T2
3910669403.27974,3414973177.77222,524492874.276149,T2
3910669421.11711,3414973118.95458,524492921.831712,T2
3910669439.61747,3414973058.61466,524492970.610857,T2
3910669458.4731,3414972997.45898,524493020.045661,T2
3910669477.84708,3414972935.11313,524493070.437097,T2
3910669497.72412,3414972871.61225,524493121.756905,T2
3910669517.97139,3414972807.26131,524493173.75997,T2
3910669538.87333,3414972741.40721,524493226.971215,T2
3910669559.99351,3414972675.05203,524493280.585223,T2
3910669581.92423,3414972606.83585,524493335.695045,T2
3910669604.01576,3414972538.25047,524493391.101615,T2
3910669403.29282,3414973177.72895,524492874.311138,T2
3910669421.13152,3414973118.9076,524492921.869704,T2
3910669439.63256,3414973058.56542,524492970.650659,T2
3910669458.48962,3414972997.4058,524493020.088646,T2
3910669477.86433,3414972935.05763,524493070.481954,T2
3910669497.74289,3414972871.55257,524493121.805125,T2
3910669517.99092,3414972807.19924,524493173.810121,T2
3910669538.89448,3414972741.34076,524493227.024908,T2
3910669560.01545,3414972674.98311,524493280.640905,T2
3910669581.9479,3414972606.76231,524493335.75445,T2
3910669604.0412,3414972538.17218,524493391.164856,T2
3910669403.30588,3414973177.68572,524492874.346088,T2
3910669421.14592,3414973118.86065,524492921.907656,T2
3910669439.64763,3414973058.51623,524492970.69042,T2
3910669458.50613,3414972997.35268,524493020.131588,T2
3910669477.88155,3414972935.0022,524493070.526764,T2
3910669497.76164,3414972871.49297,524493121.853292,T2
3910669518.01042,3414972807.13725,524493173.860219,T2
3910669538.91561,3414972741.27438,524493227.078543,T2
3910669560.03735,3414972674.91426,524493280.696529,T2
3910669581.97153,3414972606.68886,524493335.813788,T2
3910669604.06661,3414972538.09397,524493391.228029,T2
3910669403.31893,3414973177.64255,524492874.381001,T2
3910669421.16029,3414973118.81375,524492921.945567,T2
3910669439.6627,3414973058.4671,524492970.730138,T2
3910669458.52262,3414972997.29959,524493020.174485,T2
3910669477.89876,3414972934.94681,524493070.571526,T2
3910669497.78037,3414972871.43343,524493121.90141,T2
3910669518.0299,3414972807.07532,524493173.910263,T2
3910669538.93671,3414972741.20807,524493227.132121,T2
3910669560.05926,3414972674.84551,524493280.752094,T2
3910669581.99513,3414972606.61548,524493335.873064,T2
3910669604.09201,3414972538.01585,524493391.291136,T2
3910669403.33196,3414973177.59942,524492874.415876,T2
3910669421.17465,3414973118.76691,524492921.983438,T2
3910669439.67775,3414973058.41802,524492970.769814,T2
3910669458.53909,3414972997.24658,524493020.217332,T2
3910669477.91596,3414972934.89149,524493070.616242,T2
3910669497.79909,3414972871.37396,524493121.949476,T2
3910669518.04936,3414972807.01346,524493173.960254,T2
3910669538.9578,3414972741.14183,524493227.185641,T2
3910669560.08112,3414972674.77682,524493280.807598,T2
3910669582.01871,3414972606.54218,524493335.932277,T2
3910669604.11737,3414972537.93781,524493391.354174,T2
3910669403.34497,3414973177.55633,524492874.450715,T2
3910669421.189,3414973118.72012,524492922.021269,T2
3910669439.69279,3414973058.36899,524492970.809449,T2
3910669458.55554,3414972997.19362,524493020.260136,T2
3910669477.93312,3414972934.83622,524493070.660909,T2
3910669497.81778,3414972871.31454,524493121.99749,T2
3910669518.06881,3414972806.95167,524493174.010193,T2
3910669538.97885,3414972741.07566,524493227.239105,T2
3910669560.10295,3414972674.70819,524493280.863045,T2
3910669582.04226,3414972606.46897,524493335.991426,T2
3910669604.1427,3414972537.85983,524493391.417143,T2
3910669403.35798,3414973177.51329,524492874.485516,T2
3910669421.20332,3414973118.67337,524492922.059059,T2
3910669439.70779,3414973058.32002,524492970.84904,T2
3910669458.57198,3414972997.14072,524493020.302896,T2
3910669477.95027,3414972934.78102,524493070.705527,T2
3910669497.83645,3414972871.25518,524493122.045455,T2
3910669518.08822,3414972806.88994,524493174.060076,T2
3910669538.99989,3414972741.00956,524493227.292512,T2
3910669560.12478,3414972674.63963,524493280.918433,T2
3910669582.06579,3414972606.39583,524493336.050514,T2
3910669604.168,3414972537.78197,524493391.480048,T2
3910669403.37097,3414973177.47029,524492874.52028,T2
3910669421.21764,3414973118.62667,524492922.096809,T2
3910669439.72279,3414973058.2711,524492970.88859,T2
3910669458.5884,3414972997.08787,524493020.345608,T2
3910669477.9674,3414972934.72587,524493070.7501,T2
3910669497.85511,3414972871.19589,524493122.093368,T2
3910669518.10762,3414972806.82827,524493174.109909,T2
3910669539.0209,3414972740.94354,524493227.345863,T2
3910669560.14656,3414972674.57115,524493280.973762,T2
3910669582.0893,3414972606.32278,524493336.109538,T2
3910669604.19328,3414972537.70417,524493391.542887,T2
3910669403.38395,3414973177.42734,524492874.555008,T2
3910669421.23195,3414973118.58003,524492922.134519,T2
3910669439.73778,3414973058.22223,524492970.928099,T2
3910669458.60481,3414972997.03509,524493020.388276,T2
3910669477.98453,3414972934.67079,524493070.794624,T2
3910669497.87374,3414972871.13666,524493122.141232,T2
3910669518.127,3414972806.76668,524493174.159687,T2
3910669539.04189,3414972740.87757,524493227.399157,T2
3910669560.16833,3414972674.50275,524493281.029031,T2
3910669582.11278,3414972606.24979,524493336.1685,T2
3910669604.21854,3414972537.62646,524493391.605657,T2
3910669403.39691,3414973177.38444,524492874.589699,T2
3910669421.24623,3414973118.53342,524492922.172189,T2
3910669439.75275,3414973058.1734,524492970.967564,T2
3910669458.6212,3414972996.98236,524493020.430899,T2
3910669478.00163,3414972934.61576,524493070.839103,T2
3910669497.89236,3414972871.0775,524493122.189042,T2
3910669518.14637,3414972806.70514,524493174.209414,T2
3910669539.06286,3414972740.81168,524493227.452393,T2
3910669560.19009,3414972674.43443,524493281.084242,T2
3910669582.13623,3414972606.17687,524493336.227401,T2
3910669604.24376,3414972537.54883,524493391.668363,T2
3910669403.40986,3414973177.34158,524492874.624354,T2
3910669421.2605,3414973118.48687,524492922.209821,T2
3910669439.76769,3414973058.12464,524492971.006988,T2
3910669458.63756,3414972996.92968,524493020.473477,T2
3910669478.01871,3414972934.56078,524493070.883533,T2
3910669497.91094,3414972871.0184,524493122.236804,T2
3910669518.1657,3414972806.64367,524493174.259088,T2
3910669539.08381,3414972740.74586,524493227.505573,T2
3910669560.21181,3414972674.36617,524493281.139395,T2
3910669582.15966,3414972606.10405,524493336.286237,T2
3910669604.26895,3414972537.47128,524493391.731003,T2
3910669403.4228,3414973177.29877,524492874.658972,T2
3910669421.27475,3414973118.44038,524492922.247411,T2
3910669439.78263,3414973058.07592,524492971.04637,T2
3910669458.65391,3414972996.87705,524493020.516009,T2
3910669478.03577,3414972934.50587,524493070.927918,T2
3910669497.92953,3414972870.95936,524493122.284514,T2
3910669518.18502,3414972806.58228,524493174.30871,T2
3910669539.10473,3414972740.68011,524493227.558699,T2
3910669560.2335,3414972674.29797,524493281.19449,T2
3910669582.18307,3414972606.0313,524493336.345011,T2
3910669604.29413,3414972537.39382,524493391.793574,T2
3910669403.43572,3414973177.25599,524492874.693554,T2
3910669421.289,3414973118.39392,524492922.284963,T2
3910669439.79755,3414973058.02726,524492971.085711,T2
3910669458.67025,3414972996.82448,524493020.558496,T2
3910669478.05282,3414972934.45101,524493070.972255,T2
3910669497.94808,3414972870.90038,524493122.332176,T2
3910669518.20432,3414972806.52093,524493174.358278,T2
3910669539.12564,3414972740.61444,524493227.611766,T2
3910669560.25519,3414972674.22986,524493281.249527,T2
3910669582.20644,3414972605.95862,524493336.403724,T2
3910669604.31927,3414972537.31644,524493391.85608,T2
4327675455.44461,3037697686.37599,779830436.00927,T3
4327676517.28983,3037696986.70237,779831335.317095,T3
4327677636.94898,3037696250.03773,779832281.87909,T3
4327678783.68264,3037695496.05026,779833250.570765,T3
4327679976.32437,3037694712.68968,779834256.785541,T3
4327681208.21272,3037693904.21827,779835295.078803,T3
4327682473.80936,3037693074.17966,779836360.923939,T3
4327683791.14686,3037692211.03608,779837469.059695,T3
4327685129.66848,3037691334.33876,779838594.510989,T3
4327686532.78032,3037690416.31518,779839772.755333,T3
4327687949.15472,3037689489.80638,779840961.840752,T3
4327675456.25486,3037697685.84187,779830436.695852,T3
4327676518.19989,3037696986.10359,779831336.086473,T3
4327677637.90246,3037696249.41039,779832282.685168,T3
4327678784.74439,3037695495.35288,779833251.46655,T3
4327679977.43235,3037694711.96192,779834257.720339,T3
4327681209.43742,3037693903.41503,779835296.11022,T3
4327682475.08314,3037693073.34424,779836361.996689,T3
4327683792.5458,3037692210.11981,779837470.235957,T3
4327685131.1193,3037691333.38851,779838595.730871,T3
4327686534.36475,3037690415.27866,779839774.08564,T3
4327687950.87833,3037689488.68002,779840963.286035,T3
4327675457.0642,3037697685.30834,779830437.381664,T3
4327676519.10894,3037696985.50551,779831336.854993,T3
4327677638.85488,3037696248.78375,779832283.490355,T3
4327678785.80494,3037695494.65625,779833252.361338,T3
4327679978.53911,3037694711.23498,779834258.654103,T3
4327681210.66077,3037693902.61271,779835297.140489,T3
4327682476.35551,3037693072.50975,779836363.068248,T3
4327683793.94318,3037692209.20456,779837471.410904,T3
4327685132.56854,3037691332.43929,779838596.949423,T3
4327686535.94741,3037690414.24328,779839775.414466,T3
4327687952.60002,3037689487.55491,779840964.729709,T3
4327675457.87266,3037697684.77539,779830438.066729,T3
4327676520.01699,3037696984.90807,779831337.62266,T3
4327677639.80623,3037696248.15782,779832284.29464,T3
4327678786.86433,3037695493.96042,779833253.255137,T3
4327679979.64465,3037694710.50882,779834259.586838,T3
4327681211.88274,3037693901.81126,779835298.169611,T3
4327682477.62646,3037693071.6762,779836364.138609,T3
4327683795.33899,3037692208.29031,779837472.584551,T3
4327685134.01618,3037691331.49111,779838598.166639,T3
4327686537.52832,3037690413.20905,779839776.741817,T3
4327687954.3198,3037689486.43105,779840966.171783,T3
4327675458.68022,3037697684.24307,779830438.751021,T3
4327676520.92402,3037696984.31129,779831338.389478,T3
4327677640.75654,3037696247.53256,779832285.098046,T3
4327678787.92253,3037695493.26535,779833254.14794,T3
4327679980.74896,3037694709.78347,779834260.51854,T3
4327681213.10337,3037693901.01071,779835299.197594,T3
4327682478.896,3037693070.84356,779836365.207787,T3
4327683796.73327,3037692207.37709,779837473.756892,T3
4327685135.46222,3037691330.54398,779838599.3825,T3
4327686539.10748,3037690412.17597,779839778.067699,T3
4327687956.03768,3037689485.30842,779840967.612255,T3
4327675459.48687,3037697683.7113,779830439.434561,T3
4327676521.83004,3037696983.71517,779831339.155444,T3
4327677641.70579,3037696246.90801,779832285.900553,T3
4327678788.97957,3037695492.57105,779833255.039758,T3
4327679981.85204,3037694709.05893,779834261.449202,T3
4327681214.32264,3037693900.21105,779835300.224437,T3
4327682480.16415,3037693070.01185,779836366.275795,T3
4327683798.12601,3037692206.46488,779837474.927936,T3
4327685136.90661,3037691329.59795,779838600.596974,T3
4327686540.68489,3037690411.14405,779839779.39211,T3
4327687957.75364,3037689484.18705,779840969.051133,T3
4327675460.29264,3037697683.18013,779830440.117345,T3
4327676522.73507,3037696983.11971,779831339.920563,T3
4327677642.65399,3037696246.28416,779832286.70217,T3
4327678790.03543,3037695491.87752,779833255.930586,T3
4327679982.95388,3037694708.33521,779834262.378821,T3
4327681215.54056,3037693899.41226,779835301.250147,T3
4327682481.43089,3037693069.18105,779836367.34261,T3
4327683799.51721,3037692205.55368,779837476.097685,T3
4327685138.34943,3037691328.65292,779838601.810132,T3
4327686542.26055,3037690410.11325,779839780.715055,T3
4327687959.46771,3037689483.06692,779840970.488419,T3
4327675461.09753,3037697682.64955,779830440.799368,T3
4327676523.63909,3037696982.52491,779831340.684836,T3
4327677643.60115,3037696245.66098,779832287.502901,T3
4327678791.09013,3037695491.18476,779833256.820431,T3
4327679984.05454,3037694707.61225,779834263.307441,T3
4327681216.75714,3037693898.61437,779835302.27472,T3
4327682482.69621,3037693068.35119,779836368.408225,T3
4327683800.90686,3037692204.64348,779837477.266141,T3
4327685139.79066,3037691327.70896,779838603.021949,T3
4327686543.83447,3037690409.08359,779839782.036533,T3
4327687961.1799,3037689481.94802,779840971.924114,T3
4327675461.90151,3037697682.11956,779830441.480644,T3
4327676524.54212,3037696981.93078,779831341.448267,T3
4327677644.54725,3037696245.03849,779832288.302756,T3
4327678792.14366,3037695490.49277,779833257.709292,T3
4327679985.15397,3037694706.89011,779834264.23502,T3
4327681217.97238,3037693897.81735,779835303.298163,T3
4327682483.96014,3037693067.52223,779836369.472687,T3
4327683802.29498,3037692203.73429,779837478.433304,T3
4327685141.2303,3037691326.76602,779838604.232441,T3
4327686545.40664,3037690408.05508,779839783.356556,T3
4327687962.89018,3037689480.83037,779840973.358226,T3
4327675462.7046,3037697681.59015,779830442.161161,T3
4327676525.44415,3037696981.33729,779831342.210853,T3
4327677645.49234,3037696244.41669,779832289.10173,T3
4327678793.19604,3037695489.80153,779833258.597175,T3
4327679986.25218,3037694706.16876,779834265.161578,T3
4327681219.18628,3037693897.02121,779835304.320475,T3
4327682485.2227,3037693066.69418,779836370.535982,T3
4327683803.68155,3037692202.8261,779837479.599183,T3
4327685142.66836,3037691325.82411,779838605.441597,T3
4327686546.97709,3037690407.02769,779839784.675125,T3
4327687964.59858,3037689479.71394,779840974.790755,T3
4327675463.50682,3037697681.06132,779830442.840937,T3
4327676526.34517,3037696980.74446,779831342.972601,T3
4327677646.43634,3037696243.79558,779832289.89981,T3
4327678794.24725,3037695489.11106,779833259.484077,T3
4327679987.34919,3037694705.44821,779834266.087114,T3
4327681220.39883,3037693896.22596,779835305.341662,T3
4327682486.48386,3037693065.86704,779836371.598103,T3
4327683805.06662,3037692201.91891,779837480.763777,T3
4327685144.1048,3037691324.88328,779838606.649386,T3
4327686548.54581,3037690406.00145,779839785.992239,T3
4327687966.3051,3037689478.59874,779840976.221708,T3
4327675464.30816,3037697680.53309,779830443.519963,T3
4327676527.24523,3037696980.15228,779831343.733511,T3
4327677647.37932,3037696243.17515,779832290.69702,T3
4327678795.29731,3037695488.42134,779833260.370003,T3
4327679988.44497,3037694704.72846,779834267.011624,T3
4327681221.61005,3037693895.43157,779835306.361727,T3
4327682487.74363,3037693065.04083,779836372.659048,T3
4327683806.45016,3037692201.01273,779837481.927086,T3
4327685145.53969,3037691323.94346,779838607.855877,T3
4327686550.1128,3037690404.97633,779839787.307904,T3
